,nid,infectado,antubicacion,ubicacion,tamanio,carga_viral,carga_viral2,infectado_paso,infecte_a,ultdx,ultdy,color,trayectoria
19,19,True,[19.4700381  18.48112187],[19.45143238 19.10742022],1,488109,0,0.0,12,0.1674514685973798,0.8052407272873725,teal,"[(17.642561564923977, 18.37730874664693), (18.267039876871607, 20.108984882746014), (18.07136167564748, 19.931195389763815)]"
20,20,True,[9.95153241 5.07237283],[10.21425083  4.76472909],1,432348,0,0.0,9,0.4728931659212732,0.3076437362596235,lightgoldenrodyellow,"[(5.07074226587903, 6.411661295977408), (10.358323139581294, 3.764585758987162), (9.185199326657699, 4.181082162928161)]"
21,21,True,[ 1.02789897 14.19083441],[ 1.12780999 14.60341281],1,239382,0,0.0,7,0.2997330617154489,0.7426411240467681,snow,"[(3.7699745715924635, 17.258910475244317), (0.4386265699437175, 12.735556846457712), (1.0660438631088867, 13.704711265807651)]"
22,22,True,[5.62487673 1.06353434],[5.62108742 0.97149752],1,435116,0,0.0,7,0.004871978603948057,0.8283314139729981,seagreen,"[(3.4750537585916463, 4.242241127275806), (6.204599197831793, 5.020380230584684), (7.180318960544511, 2.795763540552257)]"
23,23,True,[7.17993174 8.59131229],[6.45526164 9.23730822],1,390584,0,0.0,1,0.7246700963159899,0.6459959277100189,darkorange,"[(10.158039561690515, 4.470540905100309), (7.908974076903249, 8.448843047478984), (8.822262189043476, 8.452845444849029)]"
24,24,True,[ 8.51643259 20.36794582],[ 7.603959  20.3902209],1,336892,0,0.0,2,0.912473586401319,0.022275076310573683,sienna,"[(7.979771639104652, 16.52705403990808), (7.328280007217865, 17.309143266712333), (7.684117631031504, 20.47004165778328)]"
25,25,True,[21.66594688  9.40195397],[21.69980451 10.03077031],1,527250,0,0.0,2,0.30471866700484573,0.8084781521041337,lightskyblue,"[(20.06096041214937, 11.410171577252756), (17.41149808485277, 10.415928900789442), (21.86751379741164, 9.422362537366295)]"
26,26,True,[21.89049416 12.40656214],[21.47783673 12.34108039],1,505010,0,0.0,0,0.7427833711666473,0.06548175478148077,darkred,"[(21.992561903279622, 11.170264414640927), (23.547309890602637, 14.204285242442632), (20.96696379335787, 12.492999534486776)]"
27,27,True,[8.21129335 5.93971383],[8.31970291 5.82985686],1,411767,0,0.0,1,0.9756860272967791,0.9887127638162645,magenta,"[(8.556730843489493, 4.446597158933327), (9.566131700011178, 4.48472813058584), (7.792007021585417, 5.308923827990402)]"
28,28,True,[23.20294728 20.83475899],[22.98030169 20.76177311],1,364828,0,0.0,3,0.28625861689660703,0.6568729069735789,ivory,"[(24.11043046958588, 18.131541983338877), (24.380485790090024, 14.553942108084847), (23.39032352515596, 18.381337849631876)]"
29,29,True,[10.62005218 11.91166225],[10.49480461 11.45655869],1,350391,0,0.0,2,0.16103259698686412,0.4551035584746729,blue,"[(9.500828590615336, 12.913660082250505), (8.936066991718187, 14.615047038144885), (8.500597297802367, 12.756895662096245)]"
30,30,True,[20.19920915 23.37095038],[20.47362425 23.27562207],1,507342,0,0.0,1,0.35281941799532945,0.8579548128007347,navajowhite,"[(18.042536058684746, 19.199909383349105), (18.524303277318985, 21.223276202142504), (21.80643299523011, 20.49527339361865)]"
31,31,True,[7.52615866 9.3947289 ],[8.21163641 8.72308669],1,430325,0,0.0,1,0.8813285330813553,0.8635399830367724,powderblue,"[(7.4815381134397105, 4.115111822208276), (5.446915065883247, 8.480561959880324), (5.898270605138916, 9.060423405584277)]"
32,32,True,[11.20013654 17.05169433],[11.04592425 17.06970411],1,386854,0,0.0,0,0.2775821234326664,0.16208798400331204,floralwhite,"[(12.186596518973438, 15.988797033599912), (13.442511927763993, 15.322192341997654), (12.59690862108859, 15.451347637685306)]"
33,33,True,[21.88358844  5.67470412],[21.64001917  5.34723522],1,258359,0,0.0,0,0.4384246816341061,0.9824067120412938,slateblue,"[(23.900593488793596, 1.3957021376827652), (23.862520785261378, 1.3925873784801661), (21.918880464111027, 5.895385796322716)]"
34,34,True,[24.16039749 24.80649896],[24.06963064 24.33399165],1,449806,0,0.0,8,0.8169016005551885,0.6075094045028033,mediumspringgreen,"[(20.858939740895952, 20.049820815351275), (21.76945346816938, 20.167917163703713), (24.392501334230403, 21.480743826033486)]"
35,35,True,[21.38870539  9.10109784],[21.3535108   9.33434378],1,372235,0,0.0,0,0.04525018272820469,0.699737814061406,darkolivegreen,"[(23.21298162746602, 8.94513517431753), (24.294965044227368, 8.542101315214133), (21.37662298598305, 6.112317347685722)]"
36,36,True,[ 1.53446956 21.21274713],[ 1.08330536 21.14141805],1,289790,0,0.0,5,0.8120955576967652,0.09170880760287548,darkorange,"[(2.9372203870622857, 18.180344974986447), (2.383556551526575, 20.86671894192662), (1.4852901179275646, 20.53653649832488)]"
37,37,True,[4.87481039 8.13739886],[5.2605708  8.19347302],1,355384,0,0.0,3,0.385760409260692,0.5046674065064835,lemonchiffon,"[(2.3114466602113803, 9.960221542798312), (1.7758031605178495, 9.448407421720518), (6.055140159066989, 7.149123151407828)]"
38,38,True,[23.72051472  1.46939055],[24.48791343  1.08561842],1,189501,0,0.0,0,0.767398712755867,0.3837721232596505,lightskyblue,"[(23.717922318295546, 1.6753366597244805), (22.224937727306532, 1.2722897195866962), (23.73727465051798, 1.4576381678842503)]"
39,39,True,[21.99577773  6.94632524],[21.70882651  7.05230198],1,465222,0,0.0,0,0.8608536581561378,0.9537906601883324,darkturquoise,"[(23.902371401664105, 14.087280808668552), (19.624054442987536, 11.625038050687994), (21.647980572617048, 8.293521807231608)]"
40,40,True,[18.4656672   1.77080327],[18.44093639  1.78043421],1,292448,0,0.0,0,0.04451546208411694,0.08667846440852889,lightslategray,"[(14.096870314026383, 1.9032213757549403), (17.78910225549406, 1.5715998470218941), (18.17592028594538, 0.12749468337938508)]"
41,41,True,[11.99085301  8.62327101],[11.8411238  8.5350048],1,455404,0,0.0,4,0.4491876290128999,0.2647986097571128,blueviolet,"[(12.34146308508952, 8.461398404053098), (13.563963398203066, 8.040008285651757), (12.984697950704154, 7.734724331703587)]"
42,42,True,[21.24033117 18.31955285],[21.61465595 18.59387229],1,453687,0,0.0,0,0.37432477930729424,0.8229583100007355,slateblue,"[(17.012190790143865, 24.80650027123204), (18.56757655431844, 22.2468106294198), (18.7853514043961, 19.666108139955632)]"
43,43,True,[22.68761675 23.66851791],[22.22290904 24.06881786],1,299358,0,0.0,0,0.8364738846105715,0.7205399180828151,snow,"[(23.07107257051044, 21.912636497928958), (24.493243581196733, 23.95842498628927), (23.84047973913491, 24.001944280198774)]"
44,44,True,[ 2.20552965 22.2143427 ],[ 2.1387302  22.59577796],1,250949,0,0.0,0,0.1202390028982201,0.6865834635613675,palegreen,"[(2.9686476190571756, 14.097604500335454), (1.7290048964728937, 16.910796203301974), (0.5990816492249206, 22.32586531984001)]"
45,45,True,[24.34918189 15.44461815],[24.50482343 15.50039795],1,481476,0,0.0,0,0.46692461958908815,0.5020181846964669,mistyrose,"[(21.991659439738232, 15.70505075303885), (22.834111043804764, 13.593484386296579), (23.26964191335766, 14.997007196294401)]"
46,46,True,[19.33825692  8.75301633],[19.31335686  8.47214718],1,535737,0,0.0,0,0.07470018096055997,0.5055644805571704,paleturquoise,"[(17.025493331441368, 10.924499659042612), (17.539629606904697, 12.246936959448083), (18.591423138411695, 8.48715215375101)]"
47,47,True,[ 1.70164247 15.20886319],[ 2.42254148 15.25184634],1,267304,0,0.0,0,0.9268701559148821,0.042983152293851745,lightsteelblue,"[(1.9971770590652833, 16.065570271991675), (0.9974251384219142, 14.414419721642481), (2.320168261657095, 16.018487629473622)]"
48,48,True,[16.01701139  8.13794309],[15.9516176   8.09976309],1,528178,0,0.0,0,0.5885440704730989,0.06872399942120189,mediumspringgreen,"[(20.332537163294962, 9.068534729737594), (19.877205055882143, 9.822566539646768), (14.587456966530393, 9.824998873897552)]"
49,49,True,[14.22737838  3.61279993],[13.62045197  3.9206682 ],1,310473,0,0.0,0,0.7803339544320134,0.9236048282278938,lightcyan,"[(23.324255087717603, 0.8405938271076396), (17.566013908645658, 1.1974958885276283), (15.841121731179797, 1.594012763152295)]"
50,50,True,[ 9.47062201 18.12142355],[ 9.34718093 19.04390679],1,345506,0,0.0,0,0.37032322803876483,0.9224832391402674,mediumseagreen,"[(19.931666267989428, 21.064851017348825), (11.382896736813255, 24.459833531945005), (9.417058650202316, 19.671476843665648)]"
51,51,True,[ 3.80652124 21.41598943],[ 4.01938487 21.18611197],1,351242,0,0.0,7,0.6385908850758326,0.6896323687682689,thistle,"[(7.170362764834458, 20.71124950119868), (5.9040564237335715, 20.20212771894048), (5.729750060501304, 19.968583649183863)]"
52,52,True,[16.14544524 10.71246538],[16.3963897  11.06398073],1,464804,0,0.0,0,0.7528333722440007,0.45194830783475193,aquamarine,"[(17.145414144093287, 6.2924282271272824), (15.663327332010207, 4.8407401944174335), (14.710311772288035, 9.264877283646166)]"
53,53,True,[23.32877089 15.01927255],[24.0205665  14.98608794],1,376191,0,0.0,0,0.8894514901312794,0.042665924774791586,linen,"[(24.83455423429858, 23.113472005707177), (23.268444638461457, 16.967010577228752), (23.86560156360944, 16.011771617806552)]"
54,54,True,[24.51943226 18.14144484],[24.2043863  18.03688896],1,368096,0,0.0,0,0.9451378630596492,0.9410029449513942,darkolivegreen,"[(23.252122468440895, 15.402443341772297), (24.217223282471686, 17.26169170890142), (24.400220923706602, 16.490237766785235)]"
55,55,True,[ 6.02680837 15.98994432],[ 6.03778678 16.00615007],1,434452,0,0.0,3,0.03293522716010222,0.14585172299088078,fuchsia,"[(3.889445049270138, 8.592276973523651), (6.567684635317447, 12.770687247244439), (6.732977018291124, 15.023591684828997)]"
56,56,True,[20.71888139 19.49532258],[20.64243186 19.53155079],1,363200,0,0.0,0,0.688045801422005,0.06521078224050869,paleturquoise,"[(24.988735265427945, 23.918688395522498), (21.824999954589117, 24.410964396288065), (20.545826486103827, 22.473883517156526)]"
57,57,True,[20.8274402  23.41929308],[20.78318504 23.08690281],1,347534,0,0.0,0,0.3982964842545694,0.4273589165877264,oldlace,"[(24.669246202173277, 12.20002947118755), (24.061409613886504, 24.131447312541987), (20.86583007413466, 23.034186068091422)]"
