,state_code,county_code,site_num,parameter_code,poc,latitude,longitude,datum,parameter_name,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method_name,local_site_name,address,state_name,county_name,city_name,cbsa_name,date_of_last_change,sample_id
0,25,25,42,43817,10,42.3295,-71.0826,WGS84,Tetrachloroethylene,24 HOUR,,2016-07-23,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,136,Instrumental - ENTECH 2000 W/MS/FID,DUDLEY SQUARE ROXBURY,HARRISON AVE,Massachusetts,Suffolk,Boston,Boston-Cambridge-Newton MA-NH,2017-02-14,1
1,36,5,83,43502,2,40.86585,-73.88083,WGS84,Formaldehyde,24 HOUR,,2002-01-08,Parts per billion Carbon,None,1,100.0,2.3,2.3,0,,156,Cartridge DNPH on Silica Heated O3 Denuder - HPLC Photo Diode Array,BOTANICAL GARDEN,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,New York-Newark-Jersey City NY-NJ-PA,2013-06-11,2
2,36,29,1014,43218,2,42.998129999999996,-78.89926,WGS84,13-Butadiene,24 HOUR,,2011-09-18,Parts per billion Carbon,None,1,100.0,0.1,0.1,12,,150,SS 6L - PRESSURIZED CANISTER  - CRYOGENIC PRECON:GC/MS,BROOKSIDE TERRACE,192 BROOKSIDE TERRACE WEST,New York,Erie,Tonawanda,Buffalo-Cheektowaga-Niagara Falls NY,2014-04-07,3
3,78,10,8,43817,1,17.708308,-64.793479,WGS84,Tetrachloroethylene,24 HOUR,,2011-03-16,Parts per billion Carbon,None,1,100.0,0.03,0.03,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,,FAA EMER.PUMP STA.EST.MANNINGS BAY,Virgin Islands,St Croix,Not in a city,,2013-06-10,4
4,37,67,22,88112,5,36.110693,-80.226438,WGS84,Chromium PM2.5 LC,24 HOUR,,2016-06-05,Micrograms/cubic meter (LC),None,1,100.0,0.001,0.001,0,,811,Met One SASS Teflon - Energy dispersive XRF,Hattie Avenue,1300 BLK. HATTIE AVENUE,North Carolina,Forsyth,Winston-Salem,Winston-Salem NC,2017-05-17,5
5,24,5,3001,43831,1,39.310833,-76.47444399999999,WGS84,cis-13-Dichloropropene,24 HOUR,,2015-10-15,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,Baltimore-Columbia-Towson MD,2016-02-09,6
6,47,105,108,43818,6,35.744539,-84.31705699999999,NAD83,1122-Tetrachloroethane,24 HOUR,,2005-02-15,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,Loudon Pope site,130 WEBB DRIVE Loudon TN 37774,Tennessee,Loudon,Loudon,Knoxville TN,2013-06-11,7
7,27,53,962,43804,1,44.965241999999996,-93.25475899999999,NAD83,Carbon tetrachloride,24 HOUR,,2013-10-19,Parts per billion Carbon,None,1,100.0,0.1,0.1,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,Near Road I-35/I-94,1444 E 18th St,Minnesota,Hennepin,Minneapolis,Minneapolis-St. Paul-Bloomington MN-WI,2014-02-19,8
8,40,143,1127,88110,5,36.204902000000004,-95.976537,WGS84,Cadmium PM2.5 LC,24 HOUR,,2005-12-18,Micrograms/cubic meter (LC),None,1,100.0,0.01,0.01,0,,811,Met One SASS Teflon - Energy dispersive XRF,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,Tulsa OK,2013-06-11,9
9,27,53,1007,43502,1,45.03972,-93.29874000000001,WGS84,Formaldehyde,24 HOUR,,2005-06-21,Parts per billion Carbon,None,1,100.0,4.5,4.5,0,,202,SILICA-DNPH-CART-KI O3 SCRUB - HPLC ULTRAVIOLET ABSORPTION,Humboldt Ave,4646 North Humboldt,Minnesota,Hennepin,Minneapolis,Minneapolis-St. Paul-Bloomington MN-WI,2013-06-11,10
10,36,29,1014,43803,2,42.998129999999996,-78.89926,WGS84,Chloroform,24 HOUR,,2014-09-08,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,BROOKSIDE TERRACE,192 BROOKSIDE TERRACE WEST,New York,Erie,Tonawanda,Buffalo-Cheektowaga-Niagara Falls NY,2015-02-24,11
11,20,195,1,88136,1,38.770081,-99.763424,NAD83,Nickel PM2.5 LC,24 HOUR,,2005-12-12,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,CEDAR BLUFF,CEDAR BLUFF RESERVOIRPRONGHORN & MULEY,Kansas,Trego,Not in a city,,2015-12-07,12
12,8,83,101,88112,1,37.1984,-108.49046000000001,NAD83,Chromium PM2.5 LC,24 HOUR,,1992-10-31,Micrograms/cubic meter (LC),None,1,100.0,0.0004,0.0004,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,Mesa Verde National Park Resource Management Area,MESA VERDE NATIONAL PARK COLORADO,Colorado,Montezuma,Not in a city,,2015-07-22,13
13,8,77,17,82112,3,39.063798,-108.561173,WGS84,Chromium PM10 STP,24 HOUR,,2006-12-31,Nanograms/cubic meter (25 C),None,1,100.0,15.5,15.5,0,,203,R&P Model 2025 PM10 Teflon - ICP/MS,GRAND JUNCTION - POWELL BLDG,650 SOUTH AVE.,Colorado,Mesa,Grand Junction,Grand Junction CO,2013-06-11,14
14,48,139,16,88110,5,32.482083,-97.026899,WGS84,Cadmium PM2.5 LC,24 HOUR,,2008-01-01,Micrograms/cubic meter (LC),None,1,100.0,0.001,0.001,0,,846,R & P Model 2025 PM2.5 Sequential Teflon VSCC - Energy Dispersive XRF,Midlothian OFW,2725 Old Fort Worth Road,Texas,Ellis,Midlothian,Dallas-Fort Worth-Arlington TX,2013-06-11,15
15,48,201,1039,43818,7,29.670025,-95.128508,NAD83,1122-Tetrachloroethane,24 HOUR,,2007-08-04,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,Houston Deer Park #2,4514 1/2 Durant St,Texas,Harris,Deer Park,Houston-The Woodlands-Sugar Land TX,2013-06-11,16
16,4,21,8001,43802,20,33.293465000000005,-111.28559399999999,WGS84,Dichloromethane,24 HOUR,,2005-11-24,Parts per billion Carbon,None,1,100.0,0.03,0.03,0,,210,SS 6L Pressurized Canister - Cryogenic Precon GC/MS,QUEEN VALLEY,10 S QUEEN ANN  QUEEN VALLEY,Arizona,Pinal,Queen Valley,Phoenix-Mesa-Scottsdale AZ,2013-06-11,17
17,13,245,92,12110,1,33.432353000000006,-81.991372,WGS84,Cadmium (TSP) STP,24 HOUR,,2004-01-28,Micrograms/cubic meter (25 C),None,1,100.0,0.0,0.0,0,,89,HI-VOL - ICP/MS W/QUARTZ FILTER,,CLARA JENKINS SCH. 101 DAN BOWLES RD.,Georgia,Richmond,Augusta-Richmond County (Remainder),Augusta-Richmond County GA-SC,2015-07-22,18
18,37,95,9000,88128,1,35.45109,-76.207165,WGS84,Lead PM2.5 LC,24 HOUR,,2010-03-12,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,,Swanquarter,North Carolina,Hyde,Not in a city,,2015-07-28,19
19,24,510,6,43829,1,39.340556,-76.582222,NAD83,12-Dichloropropane,24 HOUR,,2005-04-28,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,Northeast Police,Northeast  Police Station 1900 Argonne Drive,Maryland,Baltimore (City),Baltimore,Baltimore-Columbia-Towson MD,2013-06-11,20
20,27,37,441,43502,2,44.7468,-93.02611,WGS84,Formaldehyde,24 HOUR,,2003-12-23,Parts per billion Carbon,None,1,100.0,0.5,0.5,0,,202,SILICA-DNPH-CART-KI O3 SCRUB - HPLC ULTRAVIOLET ABSORPTION,FHR 441,12555 Clayton Ave,Minnesota,Dakota,Rosemount,Minneapolis-St. Paul-Bloomington MN-WI,2013-06-11,21
21,48,245,9,43804,5,30.036421999999998,-94.071061,WGS84,Carbon tetrachloride,24 HOUR,,2008-10-27,Parts per billion Carbon,None,1,100.0,0.07,0.07,1,,175,Passivated Canister - Cryogenic Preconcentration GC/MS,Beaumont Downtown,1086 Vermont Avenue,Texas,Jefferson,Beaumont,Beaumont-Port Arthur TX,2013-06-11,22
22,24,510,40,43831,1,39.297733,-76.604603,NAD83,cis-13-Dichloropropene,24 HOUR,,1992-10-27,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,Oldtown,Oldtown Fire Station 1100 Hillen Street,Maryland,Baltimore (City),Baltimore,Baltimore-Columbia-Towson MD,2013-06-11,23
23,29,99,12,88110,5,38.43783,-90.361492,WGS84,Cadmium PM2.5 LC,24 HOUR,,2005-09-25,Micrograms/cubic meter (LC),None,1,100.0,0.008,0.008,0,,811,Met One SASS Teflon - Energy dispersive XRF,,ARNOLD TENBROOK & TENBROOK,Missouri,Jefferson,Arnold,St. Louis MO-IL,2013-06-11,24
24,17,31,4201,82136,6,42.139996000000004,-87.799227,WGS84,Nickel PM10 STP,24 HOUR,,2012-04-27,Nanograms/cubic meter (25 C),None,1,100.0,1.12,1.12,0,,110,Hi-Vol SA/GMW1200 Quartz - ICP/MS,NORTHBROOK WATER PLANT,750 DUNDEE ROAD,Illinois,Cook,Northbrook,Chicago-Naperville-Elgin IL-IN-WI,2013-06-10,25
25,23,5,2003,45201,1,43.561043,-70.207324,WGS84,Benzene,1 HOUR,,2016-07-21,Parts per billion Carbon,None,19,79.0,0.008421,0.16,8,,128,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,CETL - Cape Elizabeth Two Lights (State Park),TWO LIGHTS STATE PARK Near the Obsevation Tower,Maine,Cumberland,Not in a city,Portland-South Portland ME,2017-01-13,26
26,6,41,1,43860,3,37.97231,-122.520004,WGS84,Vinyl chloride,24 HOUR,,2008-04-30,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,153,Pressurized Canister - GC with Multiple Detectors,San Rafael,534 4TH ST.,California,Marin,San Rafael,San Francisco-Oakland-Hayward CA,2013-06-11,27
27,30,29,8001,88128,1,48.5103,-113.99681000000001,NAD83,Lead PM2.5 LC,24 HOUR,,1993-12-08,Micrograms/cubic meter (LC),None,1,100.0,0.00031,0.00031,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,GLACIER NATIONAL PARK,GLACIER NATIONAL PARK,Montana,Flathead,Not in a city,Kalispell MT,2015-07-22,28
28,50,25,4,43830,2,42.888889,-72.554167,NAD27,trans-13-Dichloropropene,24 HOUR,,2002-09-17,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,110,SS-CANISTER-PRESSURIZED - GAS CHROMATOGRAPH MASS SPECTRO,1277 PUTNEY ROAD RTE 5 IN AGWAY  PARKING LOT,1277 PUTNEY ROAD RTE 5 BRATTLEBORO,Vermont,Windham,Brattleboro (Town of),,2013-06-11,29
29,40,143,172,43503,6,36.164435,-95.98520400000001,NAD27,Acetaldehyde,24 HOUR,,2006-12-07,Parts per billion Carbon,None,1,100.0,1.25,1.25,0,,202,SILICA-DNPH-CART-KI O3 SCRUB - HPLC ULTRAVIOLET ABSORPTION,EMMERSON SCHOOL,700 N. GREENWOOD ON OSU AT TULSA CAMPUS- SEE COMMENTS,Oklahoma,Tulsa,Tulsa,Tulsa OK,2015-07-22,30
30,4,3,1005,88136,1,31.3492,-109.53968300000001,WGS84,Nickel PM2.5 LC,24 HOUR,,2013-06-12,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,DOUGLAS RED CROSS,1445-1449 15TH STREET,Arizona,Cochise,Douglas,Sierra Vista-Douglas AZ,2015-07-02,31
31,6,41,2,88112,1,38.122979,-122.90943999999999,WGS84,Chromium PM2.5 LC,24 HOUR,,2010-02-01,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,Point Reyes NS Ranger Station,N RANGER STATION POINT REYES NS,California,Marin,Point Reyes National Seashore,San Francisco-Oakland-Hayward CA,2015-07-28,32
32,34,1,6,88103,1,39.464872,-74.448736,WGS84,Arsenic PM2.5 LC,24 HOUR,,1998-02-21,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,801,IMPROVE Module A with Cyclone Inlet-Teflon Filter 3.5 sq. cm. - X-Ray Fluorescence,Brigantine,Edwin B. Forsythe National Wildlife Refuge Visitor Center Great Creek Road,New Jersey,Atlantic,Galloway (Township of),Atlantic City-Hammonton NJ,2015-07-22,33
33,40,109,41,43804,7,35.437641,-97.387254,WGS84,Carbon tetrachloride,24 HOUR,,2010-05-20,Parts per billion Carbon,None,1,100.0,0.10800000000000001,0.10800000000000001,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,,2712 South Midwest Blvd.,Oklahoma,Oklahoma,Midwest City,Oklahoma City OK,2015-07-21,34
34,6,13,2,43817,6,37.936013,-122.026154,NAD83,Tetrachloroethylene,24 HOUR,,1996-10-30,Parts per billion Carbon,None,1,100.0,0.12,0.12,0,,151,6L PRESSURIZED CANISTER - CAPILLARY GC-ECD/PID,Concord,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,San Francisco-Oakland-Hayward CA,2013-06-11,35
35,42,101,4,43803,3,40.008889,-75.09778,NAD83,Chloroform,24 HOUR,,1993-12-15,Parts per billion Carbon,None,1,100.0,0.55,0.55,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,Philadelphia-Camden-Wilmington PA-NJ-DE-MD,2013-06-11,36
36,26,153,1,88132,1,46.288877,-85.950227,WGS84,Manganese PM2.5 LC,24 HOUR,,2007-12-29,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,Seney,SENEY NAT'L WILDLIFE REFUGE HCR2 BOX 1,Michigan,Schoolcraft,Not in a city,,2015-10-21,37
37,48,113,69,45201,1,32.820060999999995,-96.860117,NAD83,Benzene,3 HOURS,,1993-08-03,Parts per billion Carbon,None,1,13.0,5.8,5.8,5,,123,6L PRESSURIZED CANISTER - DUAL FID - PAMS,Dallas Hinton,1415 Hinton Street,Texas,Dallas,Dallas,Dallas-Fort Worth-Arlington TX,2013-06-11,38
38,42,101,4,45201,1,40.008889,-75.09778,WGS84,Benzene,3 HOURS,,2014-08-07,Parts per billion Carbon,None,8,100.0,0.51375,0.67,17,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,Philadelphia-Camden-Wilmington PA-NJ-DE-MD,2014-12-10,39
39,48,141,53,88136,5,31.758532000000002,-106.50104499999999,NAD83,Nickel PM2.5 LC,24 HOUR,,2006-09-20,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,846,R & P Model 2025 PM2.5 Sequential Teflon VSCC - Energy Dispersive XRF,El Paso Sun Metro,700 West San Francisco Ave,Texas,El Paso,El Paso,El Paso TX,2015-07-22,40
40,4,5,8102,88103,1,35.973116999999995,-111.98484599999999,WGS84,Arsenic PM2.5 LC,24 HOUR,,2005-04-13,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,,Hance Camp at Grand Canyon NP,Arizona,Coconino,Not in a city,Flagstaff AZ,2015-12-07,41
41,36,61,115,43804,1,40.84955,-73.935649,WGS84,Carbon tetrachloride,24 HOUR,,2010-04-26,Parts per billion Carbon,None,1,100.0,0.106,0.106,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,Intermediate School 143,515 W 182nd St,New York,New York,New York,New York-Newark-Jersey City NY-NJ-PA,2015-07-21,42
42,12,57,1065,43503,6,27.892221999999997,-82.538611,NAD27,Acetaldehyde,24 HOUR,,2006-07-28,Parts per billion Carbon,None,1,100.0,0.872,0.872,0,,202,SILICA-DNPH-CART-KI O3 SCRUB - HPLC ULTRAVIOLET ABSORPTION,,5121 GANDY BLVD,Florida,Hillsborough,Tampa,Tampa-St. Petersburg-Clearwater FL,2015-07-22,43
43,21,19,17,88128,5,38.459340000000005,-82.64041,NAD83,Lead PM2.5 LC,24 HOUR,,2003-08-07,Micrograms/cubic meter (LC),None,1,100.0,0.003,0.003,0,,811,Met One SASS Teflon - Energy Dispersive XRF,ASHLAND PRIMARY (FIVCO),FIVCO HEALTH DEPARTMENT 2924 HOLT STREET,Kentucky,Boyd,Ashland,Huntington-Ashland WV-KY-OH,2015-07-22,44
44,16,23,101,88128,1,43.460556,-113.56222199999999,NAD83,Lead PM2.5 LC,24 HOUR,,1998-03-18,Micrograms/cubic meter (LC),None,1,100.0,0.00056,0.00056,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,Craters of the Moon National Monument Visitor Center,CRATERS OF THE MOON NATIONAL MON IDAHO,Idaho,Butte,Not in a city,Idaho Falls ID,2015-07-22,45
45,49,11,4,88112,5,40.902967,-111.88446699999999,WGS84,Chromium PM2.5 LC,24 HOUR,,2011-11-05,Micrograms/cubic meter (LC),None,1,100.0,0.001,0.001,0,,811,Met One SASS Teflon - Energy dispersive XRF,Bountiful Viewmont,171 WEST 1370 NORTH BOUNTIFUL UTAH,Utah,Davis,Bountiful,Ogden-Clearfield UT,2015-07-21,46
46,53,9,20,88128,2,48.006295,-122.97395300000001,WGS84,Lead PM2.5 LC,24 HOUR,,2012-06-20,Micrograms/cubic meter (LC),None,1,100.0,0.001,0.001,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,,Olympic,Washington,Clallam,Blyn,Port Angeles WA,2015-07-10,47
47,48,139,16,43860,1,32.482083,-97.026899,NAD83,Vinyl chloride,24 HOUR,,2000-08-28,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,149,6L SUBATM CANISTER - Entech Precon-  GC/FID/MSD,Midlothian OFW,2725 Old Fort Worth Road,Texas,Ellis,Midlothian,Dallas-Fort Worth-Arlington TX,2013-06-11,48
48,27,163,446,43831,1,45.02798,-92.77415,WGS84,cis-13-Dichloropropene,24 HOUR,,2007-08-22,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,Point Rd.,22 POINT RD,Minnesota,Washington,Bayport,Minneapolis-St. Paul-Bloomington MN-WI,2013-06-11,49
49,42,91,5,45201,2,40.19255,-75.45754000000001,WGS84,Benzene,24 HOUR,,2008-05-30,Parts per billion Carbon,None,1,100.0,0.9,0.9,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,,601 E. Main St. Collegeville PA,Pennsylvania,Montgomery,Collegeville,Philadelphia-Camden-Wilmington PA-NJ-DE-MD,2015-07-22,50
50,6,77,1002,45201,5,37.950741,-121.268523,WGS84,Benzene,24 HOUR,,2017-01-31,Parts per billion Carbon,None,1,100.0,4.5,4.5,0,,171,6L Pressurized Canister - Precon Saturn GC/MS,Stockton-Hazelton,HAZELTON-HD STOCKTON,California,San Joaquin,Stockton,Stockton-Lodi CA,2017-05-11,51
51,6,67,6,88132,5,38.613779,-121.36801399999999,WGS84,Manganese PM2.5 LC,24 HOUR,,2005-08-02,Micrograms/cubic meter (LC),None,1,100.0,0.0027,0.0027,0,,811,Met One SASS Teflon - Energy Dispersive XRF,Sacramento-Del Paso Manor,DEL PASO-2701 AVALON DR SACRAMENTO,California,Sacramento,Arden-Arcade,Sacramento--Roseville--Arden-Arcade CA,2015-07-22,52
52,48,109,101,88136,1,31.83345,-104.810224,WGS84,Nickel PM2.5 LC,24 HOUR,,2014-05-23,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,,GUADALUPE MOUNTAINS NP,Texas,Culberson,Not in a city,,2015-07-31,53
53,35,1,5010,43802,1,35.035933,-106.390083,NAD83,Dichloromethane,24 HOUR,,2004-03-01,Parts per billion Carbon,None,1,100.0,2.1,2.1,0,,176,6L SUBATM SS CANISTER - ENTECH PRECONCENTRATOR GC/MS,,HIGHWAY 333,New Mexico,Bernalillo,Not in a city,Albuquerque NM,2013-06-11,54
54,19,163,15,88112,5,41.530011,-90.587611,WGS84,Chromium PM2.5 LC,24 HOUR,,2004-11-14,Micrograms/cubic meter (LC),None,1,100.0,0.0009,0.0009,0,,851,R&P MDL 2300 PM2.5 SEQ SPEC TEF - ENERGY DISPERSIVE XREF,DAVENPORT JEFFERSON SCH.,10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport,Davenport-Moline-Rock Island IA-IL,2015-07-22,55
55,1,113,1,88136,5,32.472136,-85.005028,NAD83,Nickel PM2.5 LC,24 HOUR,,2013-03-17,Micrograms/cubic meter (LC),None,1,100.0,0.002,0.002,0,,811,Met One SASS Teflon - Energy Dispersive XRF,PHENIX CITY,1319 9th Avenue Phenix City AL 36837,Alabama,Russell,Phenix City,Columbus GA-AL,2014-04-11,56
56,38,5,7001,43817,6,47.978668,-99.00676700000001,NAD27,Tetrachloroethylene,24 HOUR,,2004-06-02,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,SPIRIT LAKE,400 MAIN STREET FORT TOTTEN ND  58335,North Dakota,Benson,Not in a city,,2013-06-11,57
57,6,1,2005,45201,6,37.689615,-121.63191599999999,WGS84,Benzene,1 HOUR,,2011-08-23,Parts per billion Carbon,None,23,96.0,0.3259,0.7508,19,,142,Preconcen trap/Thermal Desorber - Auto GC (PE Clarus 500 dual col),Patterson Pass,13224 Patterson Pass Road,California,Alameda,Not in a city,San Francisco-Oakland-Hayward CA,2013-06-10,58
58,6,73,3,43817,5,32.791194,-116.94209199999999,WGS84,Tetrachloroethylene,24 HOUR,,2012-03-10,Parts per billion Carbon,None,1,100.0,0.03,0.03,0,,171,6L Pressurized Canister - Precon Saturn GC/MS,El Cajon,1155 REDWOOD AVE. EL CAJON,California,San Diego,El Cajon,San Diego-Carlsbad CA,2013-06-10,59
59,1,73,5503,43860,1,33.5684,-86.8029,WGS84,Vinyl chloride,24 HOUR,,2011-10-05,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,Riggins School,3177 44th Ct N,Alabama,Jefferson,Birmingham,Birmingham-Hoover AL,2014-06-12,60
60,6,111,2002,88110,5,34.276362,-118.683757,WGS84,Cadmium PM2.5 LC,24 HOUR,,2010-09-29,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,811,Met One SASS Teflon - Energy dispersive XRF,Simi Valley-Cochran Street,5400 COCHRAN STREET SIMI VALLEY CA  93063,California,Ventura,Simi Valley,Oxnard-Thousand Oaks-Ventura CA,2013-06-10,61
61,6,13,1002,43802,3,38.006311,-121.64191799999999,NAD83,Dichloromethane,24 HOUR,,2007-05-06,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,153,Pressurized Canister - GC with Multiple Detectors,Bethel Island,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,San Francisco-Oakland-Hayward CA,2013-06-11,62
62,48,203,2,43830,1,32.668987,-94.167457,WGS84,trans-13-Dichloropropene,24 HOUR,,2010-06-07,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,175,Passivated Canister - Cryogenic Preconcentration GC/MS,Karnack,Hwy 134 & Spur 449,Texas,Harrison,Not in a city,Marshall TX,2013-06-10,63
63,18,19,9,43817,1,38.276683,-85.763767,WGS84,Tetrachloroethylene,24 HOUR,,2009-01-07,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Clarksville,201 W. Riverside Dr.-Clarksville State Park-Falls of the Ohio State Park,Indiana,Clark,Clarksville,Louisville/Jefferson County KY-IN,2015-12-16,64
64,40,143,191,45201,6,36.141697,-95.983793,WGS84,Benzene,24 HOUR,,2008-06-11,Parts per billion Carbon,None,1,100.0,1.65,1.65,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,CINCINNATI,1413 S. CINCINNATI TULSA OK 74119,Oklahoma,Tulsa,Tulsa,Tulsa OK,2013-06-11,65
65,6,19,5001,45201,1,36.819111,-119.71735600000001,NAD83,Benzene,3 HOURS,,1995-08-31,Parts per billion Carbon,None,3,38.0,5.0,8.0,5,,123,6L PRESSURIZED CANISTER - DUAL FID - PAMS,Clovis-Villa,908 N VILLA AVE CLOVIS,California,Fresno,Clovis,Fresno CA,2013-06-11,66
66,26,163,33,82132,9,42.306674,-83.148754,WGS84,Manganese PM10 STP,24 HOUR,,2005-09-07,Nanograms/cubic meter (25 C),None,1,100.0,126.4,126.4,0,,109,Hi Vol SA/GMW 321B - ICP/MS,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,2842 WYOMING,Michigan,Wayne,Dearborn,Detroit-Warren-Dearborn MI,2013-06-11,67
67,6,37,5005,45201,2,33.9508,-118.43043,WGS84,Benzene,24 HOUR,,2011-03-28,Parts per billion Carbon,None,1,100.0,1.66,1.66,0,,126,SS CANISTER PRESSURIZED - CRYOGENIC PRECONCENTRATION GC/FID,LAX Hastings,7201 W. WESTCHESTER PARKWAY,California,Los Angeles,Los Angeles,Los Angeles-Long Beach-Anaheim CA,2013-06-10,68
68,30,47,9000,88136,1,47.773283,-114.269975,WGS84,Nickel PM2.5 LC,24 HOUR,,2003-04-30,Micrograms/cubic meter (LC),None,1,100.0,5.9999999999999995e-05,5.9999999999999995e-05,0,,802,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - Proton Induced X-Ray Excitation,,Flathead,Montana,Lake,Not in a city,,2015-07-22,69
69,6,37,4002,12132,7,33.82376,-118.18921,WGS84,Manganese (TSP) STP,24 HOUR,,2002-11-22,Micrograms/cubic meter (25 C),None,1,100.0,0.027999999999999997,0.027999999999999997,0,,304,LO-VOL-XONTECH 920 or 924- TEFLON - X-RAY FLUORESCENCE,Long Beach (North),3648 N. LONG BEACH BLVD. LONG BEACH,California,Los Angeles,Long Beach,Los Angeles-Long Beach-Anaheim CA,2013-06-11,70
