,state_code,county_code,site_num,parameter_code,poc,latitude,longitude,datum,parameter_name,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method_name,local_site_name,address,state_name,county_name,city_name,cbsa_name,date_of_last_change,sample_id
1643,27,53,963,43502,1,44.95366,-93.25820999999999,WGS84,Formaldehyde,24 HOUR,,2013-08-08,Parts per billion Carbon,None,1,100.0,3.0,3.0,0,,202,SILICA-DNPH-CART-KI O3 SCRUB - HPLC ULTRAVIOLET ABSORPTION,HC Anderson School,2727 10th Ave. S.,Minnesota,Hennepin,Minneapolis,Minneapolis-St. Paul-Bloomington MN-WI,2014-02-19,1644
1644,24,5,3001,43503,2,39.310833,-76.47444399999999,WGS84,Acetaldehyde,24 HOUR,,2015-07-23,Parts per billion Carbon,None,1,100.0,12.1,12.1,0,,102,CARTRIDGE-DNPH-ON-SILICA - HPLC ULTRAVIOLET ABSORPTION,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,Baltimore-Columbia-Towson MD,2017-01-06,1645
1645,40,109,1037,88112,5,35.614131,-97.475083,WGS84,Chromium PM2.5 LC,24 HOUR,,2009-03-20,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,811,Met One SASS Teflon - Energy dispersive XRF,OKC NORTH,2501 E. Memorial Rd.  (OKLAHOMA CHRISTIAN UNIVERSITY),Oklahoma,Oklahoma,Oklahoma City,Oklahoma City OK,2015-07-21,1646
1646,53,73,22,88103,1,48.73142,-121.06581499999999,WGS84,Arsenic PM2.5 LC,24 HOUR,,2004-07-11,Micrograms/cubic meter (LC),None,1,100.0,0.00016999999999999999,0.00016999999999999999,0,,802,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - Proton Induced X-Ray Excitation,,North Cascades,Washington,Whatcom,Not in a city,Bellingham WA,2015-07-22,1647
1647,12,57,3002,43830,1,27.96565,-82.2304,WGS84,trans-13-Dichloropropene,24 HOUR,,2013-09-07,Parts per billion Carbon,None,1,100.0,0.24,0.24,0,,176,6L SUBATM SS CANISTER - ENTECH PRECONCENTRATOR GC/MS,SYDNEY,1167 N Dover Road Valrico FL 33527,Florida,Hillsborough,Valrico,Tampa-St. Petersburg-Clearwater FL,2014-03-13,1648
1648,72,61,1,88128,5,18.425652,-66.11584599999999,WGS84,Lead PM2.5 LC,24 HOUR,,2002-12-31,Micrograms/cubic meter (LC),None,1,100.0,0.0044,0.0044,0,,811,Met One SASS Teflon - Energy Dispersive XRF,,USGS AND WATER RESOURCES BUILDING,Puerto Rico,Guaynabo,Guaynabo,San Juan-Carolina-Caguas PR,2015-07-22,1649
1649,47,157,24,88103,5,35.151194,-90.04155899999999,WGS84,Arsenic PM2.5 LC,24 HOUR,,2008-03-19,Micrograms/cubic meter (LC),None,1,100.0,0.001,0.001,0,,811,Met OneSASS Teflon - Energy dispersive XRF,Alabama Ave. Station,416 ALABAMA AVENUE,Tennessee,Shelby,Memphis,Memphis TN-MS-AR,2015-07-22,1650
1650,27,169,9000,88136,1,43.937298999999996,-91.405348,WGS84,Nickel PM2.5 LC,24 HOUR,,2005-04-25,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,,Great River Bluffs,Minnesota,Winona,Not in a city,Winona MN,2015-12-07,1651
1651,4,13,9997,88128,7,33.503833,-112.095767,WGS84,Lead PM2.5 LC,24 HOUR,,2001-12-15,Micrograms/cubic meter (LC),None,1,100.0,0.003,0.003,0,,811,Met One SASS Teflon - Energy Dispersive XRF,JLG SUPERSITE,4530 N 17TH AVENUE,Arizona,Maricopa,Phoenix,Phoenix-Mesa-Scottsdale AZ,2015-07-22,1652
1652,42,101,63,43803,3,39.882940000000005,-75.21965,WGS84,Chloroform,24 HOUR,,2013-07-27,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,SW WASTE TREATMENT PLANT,8200 ENTERPRISE AVENUE,Pennsylvania,Philadelphia,Philadelphia,Philadelphia-Camden-Wilmington PA-NJ-DE-MD,2016-10-12,1653
1653,27,53,1007,12110,1,45.03972,-93.29874000000001,WGS84,Cadmium (TSP) STP,24 HOUR,,2003-11-11,Micrograms/cubic meter (25 C),None,1,100.0,0.0,0.0,0,,90,HI-VOL - EMISSION SPECTRA ICAP,Humboldt Ave,4646 North Humboldt,Minnesota,Hennepin,Minneapolis,Minneapolis-St. Paul-Bloomington MN-WI,2013-06-11,1654
1654,11,1,42,88112,1,38.876255,-77.034059,NAD83,Chromium PM2.5 LC,24 HOUR,,2004-01-04,Micrograms/cubic meter (LC),None,1,100.0,8e-05,8e-05,0,,802,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - Proton Induced X-Ray Excitation,HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.,PARK SERVICES OFFICE 1100 OHIO DRIVE,District Of Columbia,District of Columbia,Washington,Washington-Arlington-Alexandria DC-VA-MD-WV,2015-07-22,1655
1655,48,113,50,88103,5,32.774262,-96.797686,NAD83,Arsenic PM2.5 LC,24 HOUR,,2005-06-21,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,846,R & P Model 2025 PM2.5 Sequential Teflon VSCC - Energy Dispersive XRF,Convention Center,717 South Akard,Texas,Dallas,Dallas,Dallas-Fort Worth-Arlington TX,2015-07-22,1656
1656,40,143,1127,43803,6,36.204902000000004,-95.976537,WGS84,Chloroform,24 HOUR,,2013-04-04,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,NORTH TULSA - FIRE STATION#24,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,Tulsa OK,2014-03-11,1657
1657,20,195,1,88112,1,38.770081,-99.763424,NAD83,Chromium PM2.5 LC,24 HOUR,,2004-05-15,Micrograms/cubic meter (LC),None,1,100.0,5e-05,5e-05,0,,802,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - Proton Induced X-Ray Excitation,CEDAR BLUFF,CEDAR BLUFF RESERVOIRPRONGHORN & MULEY,Kansas,Trego,Not in a city,,2015-07-22,1658
1658,19,113,39,43830,6,41.934166999999995,-91.6825,UNKNOWN,trans-13-Dichloropropene,24 HOUR,,2001-12-15,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,HAWKEYE DOWNS SOUTHWEST CORNER,4400 6TH ST SW,Iowa,Linn,Cedar Rapids,Cedar Rapids IA,2013-06-11,1659
1659,12,86,32,43218,1,25.87583,-80.2583,NAD83,13-Butadiene,24 HOUR,,2002-05-14,Parts per billion Carbon,None,1,100.0,0.4,0.4,0,,176,6L SUBATM SS CANISTER - ENTECH PRECONCENTRATOR GC/MS,,11150 NW 36 AVENUEMIAMI FL.,Florida,Miami-Dade,Not in a city,Miami-Fort Lauderdale-West Palm Beach FL,2013-06-11,1660
1660,34,39,4,45201,6,40.64144,-74.208365,WGS84,Benzene,24 HOUR,,2009-06-12,Parts per billion Carbon,None,1,100.0,1.7819999999999998,1.7819999999999998,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,Elizabeth Lab,Interchange 13 New Jersey Turnpike,New Jersey,Union,Elizabeth,New York-Newark-Jersey City NY-NJ-PA,2015-07-21,1661
1661,37,95,9000,88103,1,35.45109,-76.207165,WGS84,Arsenic PM2.5 LC,24 HOUR,,2005-07-21,Micrograms/cubic meter (LC),None,1,100.0,0.001,0.001,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,,Swanquarter,North Carolina,Hyde,Not in a city,,2015-12-07,1662
1662,47,37,23,88103,5,36.176382000000004,-86.7389,WGS84,Arsenic PM2.5 LC,24 HOUR,,2012-07-26,Micrograms/cubic meter (LC),None,1,100.0,0.001,0.001,0,,811,Met OneSASS Teflon - Energy dispersive XRF,Lockeland,105 SOUTH 17TH ST @ LOCKELAND SCHOOL,Tennessee,Davidson,Nashville,Nashville-Davidson--Murfreesboro--Franklin TN,2015-07-21,1663
1663,18,127,24,43218,1,41.617558,-87.199248,WGS84,13-Butadiene,24 HOUR,,2012-04-03,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,150,SS 6L - PRESSURIZED CANISTER  - CRYOGENIC PRECON:GC/MS,Ogden Dunes- Water Treatment Plant,84 DIANA RD/ WATER TREATMENT PLANT,Indiana,Porter,Ogden Dunes (Wickliffe),Chicago-Naperville-Elgin IL-IN-WI,2015-03-20,1664
1664,40,1,9009,88128,1,35.750735,-94.669697,WGS84,Lead PM2.5 LC,24 HOUR,,2010-08-12,Micrograms/cubic meter (LC),None,1,100.0,0.001,0.001,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,STILWELL,South Highway 59 RR1 1795 Dahlonegah Park Road Stilwell Oklahoma,Oklahoma,Adair,Cherry Tree,,2015-07-28,1665
1665,36,47,118,45201,2,40.69454,-73.92769,WGS84,Benzene,24 HOUR,,2005-02-21,Parts per billion Carbon,None,1,100.0,2.2,2.2,12,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,PS 274,PS 274  800 BUSHWICK AVE,New York,Kings,New York,New York-Newark-Jersey City NY-NJ-PA,2014-04-07,1666
1666,48,201,26,45201,2,29.802707,-95.125495,NAD83,Benzene,1 HOUR,,2005-01-22,Parts per billion Carbon,None,22,92.0,1.494091,3.66,0,,128,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,Channelview,1405 Sheldon Road,Texas,Harris,Channelview,Houston-The Woodlands-Sugar Land TX,2013-06-11,1667
1667,55,25,41,43829,1,43.100838,-89.357298,NAD83,12-Dichloropropane,24 HOUR,,2002-10-17,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,153,Pressurized Canister - GC with Multiple Detectors,MADISON EAST,2302 HOARD ST,Wisconsin,Dane,Madison,Madison WI,2013-06-11,1668
1668,48,109,101,88103,1,31.833333000000003,-104.809722,NAD27,Arsenic PM2.5 LC,24 HOUR,,2005-05-16,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,,GUADALUPE MOUNTAINS NP,Texas,Culberson,Not in a city,,2015-12-07,1669
1669,26,163,27,12136,1,42.292231,-83.10680699999999,WGS84,Nickel (TSP) STP,24 HOUR,,2001-04-01,Micrograms/cubic meter (25 C),None,1,100.0,0.0126,0.0126,0,,90,HI-VOL - EMISSION SPECTRA ICAP,,7701 W. JEFFERSON,Michigan,Wayne,Detroit,Detroit-Warren-Dearborn MI,2013-06-11,1670
1670,45,79,19,12110,1,33.991509,-81.024141,WGS84,Cadmium (TSP) STP,24 HOUR,,2002-03-09,Micrograms/cubic meter (25 C),None,1,100.0,0.0,0.0,0,,90,HI-VOL - EMISSION SPECTRA ICAP,BATES HOUSE,323 South BULL STREET [Bates House USC],South Carolina,Richland,Columbia,Columbia SC,2013-06-11,1671
1671,26,139,10,82132,1,42.797222,-86.11027800000001,UNKNOWN,Manganese PM10 STP,24 HOUR,,2001-06-30,Nanograms/cubic meter (25 C),None,1,100.0,15.0,15.0,0,,107,HI-VOL-SA/GMW-321B - EMISSION SPECTRA ICAP,NORTHBOUND 200 FT TO STREET,42 S. RIVER AVENUE,Michigan,Ottawa,Holland,Grand Rapids-Wyoming MI,2013-06-11,1672
1672,21,61,501,88132,1,37.13179,-86.142953,WGS84,Manganese PM2.5 LC,24 HOUR,,2008-04-09,Micrograms/cubic meter (LC),None,1,100.0,0.001,0.001,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,Mammoth Cave National Park Houchin Meadow,MAMMOTH CAVE NP - ALFRED COOK ROAD,Kentucky,Edmonson,Not in a city,Bowling Green KY,2015-08-17,1673
1673,48,201,29,43218,2,30.039524,-95.673951,NAD83,13-Butadiene,24 HOUR,,2007-03-07,Parts per billion Carbon,None,1,100.0,0.2,0.2,0,,175,Passivated Canister - Cryogenic Preconcentration GC/MS,Northwest Harris County,16822 Kitzman,Texas,Harris,Tomball,Houston-The Woodlands-Sugar Land TX,2013-06-11,1674
1674,48,139,16,43843,1,32.482083,-97.026899,NAD83,Ethylene dibromide,24 HOUR,,2002-10-11,Parts per billion Carbon,None,1,100.0,0.01,0.01,0,,175,Passivated Canister - Cryogenic Preconcentration GC/MS,Midlothian OFW,2725 Old Fort Worth Road,Texas,Ellis,Midlothian,Dallas-Fort Worth-Arlington TX,2013-06-11,1675
1675,49,55,9000,88136,1,38.302177,-111.29334899999999,WGS84,Nickel PM2.5 LC,24 HOUR,,2003-05-18,Micrograms/cubic meter (LC),None,1,100.0,5.9999999999999995e-05,5.9999999999999995e-05,0,,802,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - Proton Induced X-Ray Excitation,,Capitol Reef NP,Utah,Wayne,Not in a city,,2015-07-22,1676
1676,4,19,9000,88132,1,32.248712,-111.21849399999999,WGS84,Manganese PM2.5 LC,24 HOUR,,2008-09-12,Micrograms/cubic meter (LC),None,1,100.0,0.004,0.004,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,Saguaro National Park - West,Intersection of W. Mile Wide Road and N. Sandario Road,Arizona,Pima,Not in a city,Tucson AZ,2015-08-17,1677
1677,42,101,4,43803,3,40.008889,-75.09778,NAD83,Chloroform,24 HOUR,,1996-03-10,Parts per billion Carbon,None,1,100.0,0.03,0.03,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,Philadelphia-Camden-Wilmington PA-NJ-DE-MD,2013-06-11,1678
1678,18,89,2004,88136,5,41.585496,-87.474486,WGS84,Nickel PM2.5 LC,24 HOUR,,2006-03-06,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,811,Met One SASS Teflon - Energy Dispersive XRF,Hammond- Purdue/ Powers Bldg. Purdue University,PURDUE UNIV CALUMET-POWERS BUILDING 2200 169th St.,Indiana,Lake,Hammond,Chicago-Naperville-Elgin IL-IN-WI,2015-07-22,1679
1679,26,163,33,43818,1,42.306674,-83.148754,WGS84,1122-Tetrachloroethane,24 HOUR,,2007-01-12,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,2842 WYOMING,Michigan,Wayne,Dearborn,Detroit-Warren-Dearborn MI,2013-06-11,1680
1680,18,89,23,43830,1,41.65274,-87.439551,WGS84,trans-13-Dichloropropene,24 HOUR,,2006-11-07,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,SITE MOVED FROM EAST CHICAGO FIELD SCHOOL,WATER FILTRATION PLANT- 3330 Aldis St.,Indiana,Lake,East Chicago,Chicago-Naperville-Elgin IL-IN-WI,2013-06-11,1681
1681,13,49,9000,88112,1,30.740717999999998,-82.12815400000001,WGS84,Chromium PM2.5 LC,24 HOUR,,1998-08-05,Micrograms/cubic meter (LC),None,1,100.0,0.00448,0.00448,0,,801,IMPROVE Module A with Cyclone Inlet-Teflon Filter 3.5 sq. cm. - X-Ray Fluorescence,,Okefenokee NWR,Georgia,Charlton,Not in a city,,2015-07-22,1682
1682,24,5,3001,43503,2,39.310833,-76.47444399999999,NAD83,Acetaldehyde,24 HOUR,,1998-09-02,Parts per billion Carbon,None,1,100.0,4.8,4.8,0,,102,CARTRIDGE-DNPH-ON-SILICA - HPLC ULTRAVIOLET ABSORPTION,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,Baltimore-Columbia-Towson MD,2013-06-11,1683
1683,6,105,9000,88112,1,40.786246999999996,-122.80570700000001,WGS84,Chromium PM2.5 LC,24 HOUR,,2005-07-03,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,Trinity,Trinity,California,Trinity,Not in a city,,2015-12-07,1684
1684,12,103,26,43503,6,27.850347999999997,-82.714465,WGS84,Acetaldehyde,24 HOUR,,2015-07-11,Parts per billion Carbon,None,1,100.0,2.2,2.2,0,,202,SILICA-DNPH-CART-KI O3 SCRUB - HPLC ULTRAVIOLET ABSORPTION,Skyview,8601 60TH STREET N.PINELLAS PARK FL .,Florida,Pinellas,Pinellas Park,Tampa-St. Petersburg-Clearwater FL,2016-03-28,1685
1685,6,29,2004,82128,5,35.142222,-119.46,UNKNOWN,Lead PM10 STP,24 HOUR,,1998-06-10,Micrograms/cubic meter (25 C),None,1,100.0,0.006,0.006,0,,303,LO-VOL-DICHOTOMOUS-SA246B-IN - X-RAY FLUORESCENCE,Taft-College,COLLEGE-29 EMMONS PARK DR TAFT,California,Kern,Taft,Bakersfield CA,2013-06-11,1686
1686,48,201,1015,43829,1,29.761653000000003,-95.081386,WGS84,12-Dichloropropane,24 HOUR,,2012-03-04,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,175,Passivated Canister - Cryogenic Preconcentration GC/MS,Lynchburg Ferry,4407 Independence Parkway South,Texas,Harris,Baytown,Houston-The Woodlands-Sugar Land TX,2013-06-10,1687
1687,12,11,8002,43831,1,26.088421,-80.111193,NAD83,cis-13-Dichloropropene,24 HOUR,,2012-11-29,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,176,6L SUBATM SS CANISTER - ENTECH PRECONCENTRATOR GC/MS,Dr. Von Mizell-Eula Johnson State Park (prev. John U Lloyd State Park),7000 N. Ocean Drive Dania FL 33004,Florida,Broward,Dania,Miami-Fort Lauderdale-West Palm Beach FL,2013-06-10,1688
1688,26,163,1,88103,5,42.22862,-83.2082,WGS84,Arsenic PM2.5 LC,24 HOUR,,2013-05-07,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,811,Met OneSASS Teflon - Energy dispersive XRF,Allen Park,14700 GODDARD,Michigan,Wayne,Allen Park,Detroit-Warren-Dearborn MI,2014-04-11,1689
1689,17,117,2,12110,1,39.396075,-89.80973900000001,WGS84,Cadmium (TSP) STP,24 HOUR,,2004-02-27,Micrograms/cubic meter (25 C),None,1,100.0,0.0,0.0,0,,90,HI-VOL - EMISSION SPECTRA ICAP,IEPA TRAILER,HEATON & DUBOIS,Illinois,Macoupin,Nilwood,St. Louis MO-IL,2013-06-11,1690
1690,45,43,9,12136,1,33.373994,-79.285697,WGS84,Nickel (TSP) STP,24 HOUR,,2003-04-09,Micrograms/cubic meter (25 C),None,1,100.0,0.0,0.0,0,,90,HI-VOL - EMISSION SPECTRA ICAP,WINYAH,400 DOZIER STREET [Winyah],South Carolina,Georgetown,Georgetown,Georgetown SC,2013-06-11,1691
1691,48,355,32,43818,1,27.804505,-97.43158199999999,WGS84,1122-Tetrachloroethane,24 HOUR,,2008-03-07,Parts per billion Carbon,None,1,100.0,0.01,0.01,0,,175,Passivated Canister - Cryogenic Preconcentration GC/MS,Corpus Christi Huisache,3810 Huisache Street,Texas,Nueces,Corpus Christi,Corpus Christi TX,2013-06-11,1692
1692,8,97,2,88136,1,39.154,-106.821,NAD83,Nickel PM2.5 LC,24 HOUR,,2006-06-01,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,Ajax Mountain,Ajax Mountain,Colorado,Pitkin,Not in a city,Glenwood Springs CO,2015-11-17,1693
1693,25,9,2006,45201,10,42.474641999999996,-70.970816,WGS84,Benzene,24 HOUR,,2015-01-18,Parts per billion Carbon,None,1,100.0,1.1,1.1,0,,136,INSTRUMENTAL - ENTECH 2000 W/ MS/FID,LYNN WATER TREATMENT PLANT,390 PARKLAND,Massachusetts,Essex,Lynn,Boston-Cambridge-Newton MA-NH,2016-02-17,1694
1694,6,13,2003,45201,3,38.0096,-121.8211,WGS84,Benzene,24 HOUR,,1996-08-19,Parts per billion Carbon,None,1,100.0,2.4,2.4,0,,153,Pressurized Canister - GC with Multiple Detectors,,1201 W. 10th Street Antioch,California,Contra Costa,Not in a city,San Francisco-Oakland-Hayward CA,2013-06-11,1695
1695,27,123,21,43815,1,44.96555,-93.05684000000001,WGS84,Ethylene dichloride,24 HOUR,,2005-07-15,Parts per billion Carbon,None,1,100.0,0.01,0.01,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,Ross Avenue,1038 ROSS AVENUE,Minnesota,Ramsey,St. Paul,Minneapolis-St. Paul-Bloomington MN-WI,2013-06-11,1696
1696,48,355,32,43218,1,27.804505,-97.43158199999999,NAD83,13-Butadiene,24 HOUR,,2001-03-15,Parts per billion Carbon,None,1,100.0,0.02,0.02,0,,175,Passivated Canister - Cryogenic Preconcentration GC/MS,Corpus Christi Huisache,3810 Huisache Street,Texas,Nueces,Corpus Christi,Corpus Christi TX,2013-06-11,1697
1697,26,163,33,43802,1,42.306674,-83.148754,WGS84,Dichloromethane,24 HOUR,,2013-04-22,Parts per billion Carbon,None,1,100.0,0.67,0.67,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,2842 WYOMING,Michigan,Wayne,Dearborn,Detroit-Warren-Dearborn MI,2014-03-11,1698
1698,26,81,2002,12132,4,42.913610999999996,-85.68,NAD27,Manganese (TSP) STP,24 HOUR,,1991-05-12,Micrograms/cubic meter (25 C),None,1,100.0,0.027000000000000003,0.027000000000000003,0,,90,HI-VOL - EMISSION SPECTRA ICAP,,521 28TH ST SW,Michigan,Kent,Wyoming,Grand Rapids-Wyoming MI,2013-06-11,1699
1699,24,27,6,43804,1,39.14313,-76.84611,WGS84,Carbon tetrachloride,24 HOUR,,2016-11-08,Parts per billion Carbon,None,1,100.0,0.1,0.1,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Howard County Near Road,Interstate 95 South Welocme Center,Maryland,Howard,North Laurel,Baltimore-Columbia-Towson MD,2017-04-05,1700
1700,45,25,1,43829,1,34.615367,-80.198787,WGS84,12-Dichloropropane,24 HOUR,,2010-11-16,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,CHESTERFIELD,RT 2 BOX 100 MCBEE  (SC145) [Chesterfield],South Carolina,Chesterfield,Not in a city,,2014-07-21,1701
1701,48,245,9,43818,5,30.036421999999998,-94.071061,NAD83,1122-Tetrachloroethane,24 HOUR,,2004-12-11,Parts per billion Carbon,None,1,100.0,0.01,0.01,0,,175,Passivated Canister - Cryogenic Preconcentration GC/MS,Beaumont Downtown,1086 Vermont Avenue,Texas,Jefferson,Beaumont,Beaumont-Port Arthur TX,2013-06-11,1702
1702,8,3,9000,88103,1,37.724919,-105.51907299999999,WGS84,Arsenic PM2.5 LC,24 HOUR,,1990-06-27,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,802,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - Proton Induced X-Ray Excitation,,Great Sand Dunes NM,Colorado,Alamosa,Not in a city,,2015-07-22,1703
1703,36,55,1007,43860,2,43.14618,-77.54817,WGS84,Vinyl chloride,24 HOUR,,2014-04-11,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,ROCHESTER 2,2 YARMOUTH ROAD RG&E Substation,New York,Monroe,Rochester,Rochester NY,2015-02-24,1704
1704,39,61,40,88103,5,39.128859999999996,-84.50404,NAD83,Arsenic PM2.5 LC,24 HOUR,,2012-07-14,Micrograms/cubic meter (LC),None,1,100.0,0.003,0.003,0,,811,Met OneSASS Teflon - Energy dispersive XRF,TAFT,250 WM. HOWARD TAFT,Ohio,Hamilton,Cincinnati,Cincinnati OH-KY-IN,2015-07-21,1705
1705,48,167,53,43829,1,29.39,-94.919444,NAD83,12-Dichloropropane,24 HOUR,,2004-11-29,Parts per billion Carbon,None,1,100.0,0.02,0.02,0,,175,Passivated Canister - Cryogenic Preconcentration GC/MS,NE OF 17TH STREET N & 5TH AVE N INTERSECTION,17TH & 5TH AVE. N. PUMPHOUSE ROOF,Texas,Galveston,Texas City,Houston-The Woodlands-Sugar Land TX,2013-06-11,1706
1706,21,43,500,82132,6,38.23887,-82.9881,WGS84,Manganese PM10 STP,24 HOUR,,2016-01-19,Nanograms/cubic meter (25 C),None,1,100.0,1.44,1.44,0,,202,R&P Model 2000 PM10 Teflon - ICP/MS,GRAYSON LAKE,CAMP ROBERT WEBB 1486 CAMP WEBB ROAD,Kentucky,Carter,Not in a city,,2017-04-19,1707
1707,6,85,1002,43803,3,37.3735,-122.07700000000001,NAD83,Chloroform,24 HOUR,,1995-07-08,Parts per billion Carbon,None,1,100.0,0.13,0.13,0,,153,Pressurized Canister - GC with Multiple Detectors,Mountain View - Cuesta,160 CUESTA DR. MOUNTAIN VIEW,California,Santa Clara,Mountain View,San Jose-Sunnyvale-Santa Clara CA,2013-06-11,1708
1708,39,145,21,43815,1,38.600611,-82.829782,NAD83,Ethylene dichloride,24 HOUR,,2012-08-01,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,109,SS-CANISTER-SUBAMBIENT-PRESURE - GAS CHROMATOGRAPH MASS SELECTIV DET,,2446 GALLIA PIKE,Ohio,Scioto,Franklin Furnace,Portsmouth OH,2013-10-29,1709
1709,32,31,16,88103,5,39.525083,-119.807717,WGS84,Arsenic PM2.5 LC,24 HOUR,,2005-05-04,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,811,Met OneSASS Teflon - Energy dispersive XRF,Reno3,301 A STATE STREET RENO NV 89502,Nevada,Washoe,Reno,Reno NV,2015-07-22,1710
1710,23,5,29,45201,2,43.660246,-70.26896500000001,WGS84,Benzene,24 HOUR,,2011-04-10,Parts per billion Carbon,None,1,100.0,1.4,1.4,0,,110,SS-CANISTER-PRESSURIZED - GAS CHROMATOGRAPH MASS SPECTRO,PDO - Portland Deering Oaks,356 State Street Portland  Maine,Maine,Cumberland,Portland,Portland-South Portland ME,2013-06-10,1711
1711,48,201,1039,45201,1,29.670025,-95.128508,WGS84,Benzene,1 HOUR,,2014-07-17,Parts per billion Carbon,None,22,92.0,0.465455,1.34,5,,128,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,Houston Deer Park #2,4514 1/2 Durant St,Texas,Harris,Deer Park,Houston-The Woodlands-Sugar Land TX,2015-03-13,1712
1712,27,123,21,43831,2,44.96555,-93.05684000000001,WGS84,cis-13-Dichloropropene,24 HOUR,,2002-08-30,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,Ross Avenue,1038 ROSS AVENUE,Minnesota,Ramsey,St. Paul,Minneapolis-St. Paul-Bloomington MN-WI,2013-06-11,1713
